SPID,Date,Claim Outcome,Promoter Score,Promoter Reason,Other,Data Supplier,Comments
SNP43949076416,"Friday, 9 April 2021",Settled,6,OOO,"Amet aptent consectetur scelerisque varius tincidunt molestie adipiscing, vulputate et euismod bibendum vel mi faucibus pellentesque, platea lorem integer dui ipsum dapibus",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP4401233344,"Saturday, 27 March 2021",Settled,10,CPT,,3, 
SNP440216090860,"Friday, 18 December 2020",Settled,9,CPF,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP44025207575,"Monday, 11 May 2020",Declined,0,COT,,3, 
SNP441034918,"Tuesday, 7 July 2020",Settled,7,COT,,4, 
SNP44121627853,"Monday, 28 December 2020",Settled,6,CPT,,4, 
SNP4413088498,"Saturday, 27 June 2020",Settled,7,CPF,,4, 
SNP442189033693,"Thursday, 30 July 2020",Declined,2,OOO,"Aptent torquent auctor tempor turpis scelerisque felis aenean massa risus, rutrum arcu nullam dictum inceptos malesuada aptent sit eros, adipiscing rhoncus mi ligula ante porta nostra inceptos",4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP4422166427,"Tuesday, 16 February 2021",Settled,7,COT,,3, 
SNP4423053712,"Tuesday, 30 March 2021",Declined,2,OOO,"Ornare hac libero sagittis tortor purus nibh nisl dictum, porttitor vivamus pretium quam urna primis fusce dapibus tempor, inceptos amet tempus nisi morbi elit amet",4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP44243254753,"Friday, 25 December 2020",Settled,7,COT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP443075850,"Sunday, 22 November 2020",Settled,9,CSE,,4, 
SNP443194428252,"Monday, 15 June 2020",Settled,6,CPT,,4, 
SNP44331592751,"Sunday, 8 November 2020",Settled,9,COT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP444009592,"Wednesday, 4 November 2020",Settled,9,CPF,,3, 
SNP444058659,"Sunday, 14 June 2020",Declined,1,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",4, 
SNP444066942,"Thursday, 28 January 2021",Settled,9,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP444151250644,"Sunday, 10 January 2021",Settled,9,CPT,,4, 
SNP44427024890,"Wednesday, 14 April 2021",Settled,10,OOO,"Bibendum integer lorem est ad eleifend fermentum vulputate laoreet ligula, quisque pharetra potenti cursus ut imperdiet lectus feugiat, neque integer luctus mattis volutpat nisi quam adipiscing",3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP44472000625,"Sunday, 11 April 2021",Processing,7,CPT,,4, 
SNP445117679776,"Thursday, 5 November 2020",Settled,10,CPF,,3, 
SNP445168039864,"Wednesday, 8 April 2020",Declined,3,COT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP4455675279,"Friday, 27 November 2020",Settled,9,CSE,,4, 
SNP44578440821,"Monday, 21 December 2020",Declined,4,CPT,,3, 
SNP446026465,"Sunday, 22 November 2020",Declined,4,COT,,4, 
SNP44612039574,"Saturday, 26 September 2020",Settled,5,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP446126017836,"Friday, 3 April 2020",Declined,3,CSE,,3, 
SNP44622441792,"Thursday, 2 July 2020",Settled,9,CSE,,3, 
SNP446291679917,"Saturday, 6 June 2020",Settled,9,COT,,4, 
SNP44656014323,"Thursday, 19 November 2020",Declined,2,CSE,,4, 
SNP44735031729,"Saturday, 13 June 2020",Declined,2,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP4475653372,"Tuesday, 26 January 2021",Settled,10,CPT,,4, 
SNP448000937,"Sunday, 25 April 2021",Settled,5,OOO,"Ornare hac libero sagittis tortor purus nibh nisl dictum, porttitor vivamus pretium quam urna primis fusce dapibus tempor, inceptos amet tempus nisi morbi elit amet",4, 
SNP44833669773,"Wednesday, 17 June 2020",Declined,0,CPF,,4, 
SNP448388823549,"Tuesday, 22 September 2020",Settled,6,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP449029050,"Thursday, 10 December 2020",Settled,6,CPF,,3, 
SNP449036762,"Wednesday, 6 January 2021",Declined,3,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP449085793,"Friday, 15 May 2020",Declined,1,COT,,4, 
SNP44914452390,"Tuesday, 8 December 2020",Settled,10,COT,,3, 
SNP449179242071,"Sunday, 15 November 2020",Settled,9,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP44920015906,"Thursday, 30 July 2020",Settled,9,CSE,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP45031573773,"Friday, 4 September 2020",Settled,9,OOO,"Amet aptent consectetur scelerisque varius tincidunt molestie adipiscing, vulputate et euismod bibendum vel mi faucibus pellentesque, platea lorem integer dui ipsum dapibus",4, 
SNP4511588046,"Wednesday, 29 July 2020",Declined,1,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",4, 
SNP45150453793,"Wednesday, 27 May 2020",Settled,5,COT,,4, 
SNP4518451682,"Friday, 1 January 2021",Declined,3,CSE,,4, 
SNP452087451,"Sunday, 24 January 2021",Settled,5,CPF,,4, 
SNP45218004952,"Saturday, 30 January 2021",Declined,3,CSE,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP4522882475,"Saturday, 16 January 2021",Settled,6,CSE,,4, 
SNP4523601249,"Tuesday, 17 November 2020",Settled,10,COT,,4, 
SNP452388806448,"Wednesday, 21 October 2020",Settled,7,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP45410802337,"Monday, 21 September 2020",Settled,10,CSE,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP4541644979,"Saturday, 2 January 2021",Settled,9,CPF,,4, 
SNP45416892052,"Saturday, 6 March 2021",Declined,7,CPT,,3, 
SNP45425292414,"Friday, 17 April 2020",Settled,10,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP455016181,"Tuesday, 5 January 2021",Settled,6,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP455157597416,"Monday, 14 December 2020",Declined,3,COT,,4, 
SNP45516897834,"Wednesday, 24 March 2021",Settled,9,CPF,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP45517512853,"Sunday, 23 August 2020",Settled,9,CSE,,4, 
SNP4552478748,"Monday, 18 May 2020",Settled,7,COT,,3, 
SNP45596044711,"Saturday, 10 April 2021",Declined,2,CSE,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP456001196,"Friday, 11 December 2020",Declined,2,CPT,,4, 
SNP456024677,"Saturday, 12 September 2020",Declined,2,CSE,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP456080546,"Wednesday, 24 February 2021",Settled,7,CPT,,4, 
SNP456085454,"Friday, 11 September 2020",Settled,9,CSE,,3, 
SNP45675664048,"Monday, 20 July 2020",Declined,3,CSE,,4, 
SNP4574059558,"Saturday, 8 August 2020",Settled,10,CPF,,4, 
SNP45772043556,"Wednesday, 28 April 2021",Processing,7,CPF,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP45816890149,"Thursday, 28 January 2021",Declined,0,CPF,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP45832443908,"Tuesday, 10 November 2020",Settled,9,OOO,"Ultrices senectus aenean himenaeos pretium praesent lacinia suspendisse tristique, velit diam class eleifend nostra viverra volutpat, ut sed suscipit ac augue sollicitudin ad netus sed ullamcorper neque interdum donec auctor nostra himenaeos",3, 
SNP45843294988,"Friday, 18 December 2020",Settled,5,CSE,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP46027071777,"Tuesday, 18 August 2020",Settled,10,COT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP4603661299,"Monday, 6 July 2020",Settled,5,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP461008820,"Sunday, 26 April 2020",Declined,4,OOO,"Fringilla eleifend libero fames neque vestibulum bibendum diam ut libero lorem, viverra egestas elementum varius cubilia conubia et diam himenaeos, urna leo odio nisi consequat vestibulum leo iaculis nunc",3, 
SNP461026793,"Friday, 19 February 2021",Settled,6,OOO,"Amet aptent consectetur scelerisque varius tincidunt molestie adipiscing, vulputate et euismod bibendum vel mi faucibus pellentesque, platea lorem integer dui ipsum dapibus",4, 
SNP461066467,"Monday, 13 July 2020",Settled,9,CPT,,3, 
SNP461082889,"Thursday, 15 April 2021",Settled,5,COT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP461172801766,"Sunday, 26 April 2020",Settled,5,CPF,,3, 
SNP46127058805,"Friday, 24 April 2020",Settled,9,CSE,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP462002626,"Wednesday, 30 December 2020",Settled,9,OOO,"Nibh diam imperdiet interdum non lobortis praesent, urna vehicula faucibus hac netus class senectus, bibendum viverra proin velit quisque mi rutrum tristique eget aptent quisque suspendisse mi placerat vehicula dolor",4, 
SNP462100800613,"Friday, 2 October 2020",Settled,7,CPT,,3,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP46211245768,"Sunday, 19 April 2020",Settled,9,CPF,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP4621634488,"Friday, 10 July 2020",Declined,0,CPF,,4,"Arcu curae curabitur tempus aliquet pulvinar per id etiam senectus, tellus sodales convallis curabitur tincidunt ultrices sagittis elementum imperdiet lacinia urna class eleifend nisi dictum ac aliquam integer magna tortor"
SNP46225013233,"Sunday, 21 June 2020",Declined,1,CPF,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP463098902,"Friday, 23 October 2020",Settled,10,CSE,,3, 
SNP463283570183,"Monday, 5 April 2021",Settled,10,COT,,3, 
SNP46337834804,"Tuesday, 24 November 2020",Declined,0,CPF,,3, 
SNP4634585056,"Tuesday, 19 January 2021",Settled,5,CPT,,4, 
SNP46378438411,"Saturday, 27 February 2021",Settled,7,CSE,,3, 
SNP46397201912,"Thursday, 23 July 2020",Declined,3,CPT,,3, 
SNP464016372,"Sunday, 3 May 2020",Settled,10,CPT,,3, 
SNP464064328,"Sunday, 12 April 2020",Declined,2,CPT,,4, 
SNP464079118,"Saturday, 17 October 2020",Declined,2,CPT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP46432464625,"Wednesday, 6 January 2021",Declined,2,COT,,3,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP46433682812,"Monday, 17 August 2020",Settled,9,CPT,,4,"Mi placerat praesent lorem sollicitudin nostra condimentum ipsum quisque euismod est, bibendum maecenas velit a erat fusce consequat eros euismod, sed posuere dui conubia semper potenti nisi mollis vivamus viverra rhoncus ac rhoncus nisl"
SNP46444183960,"Tuesday, 16 February 2021",Settled,6,CPT,,3, 
